Eshtah,    -712,     508,     465,Zet,    -619,     634,     578
Lachailes,    -614,     395,     363,Kasrasi,    -599,     432,     416
Kasrasi,    -599,     432,     416,Arnola,    -535,     421,     413
Mohas,    -809,     266,     262,Radima,    -867,     303,     231
Mohas,    -809,     266,     262,Nimambal,    -790,     220,     304
Hasiari,    -879,     391,     268,Radima,    -867,     303,     231
Hasiari,    -879,     391,     268,Alkez,    -806,     366,     224
Nimambal,    -790,     220,     304,Yishinoon,    -691,     152,     288
Nimambal,    -790,     220,     304,Ubtes,    -499,     294,     360
Yishinoon,    -691,     152,     288,Uplingur,    -662,     163,     257
Uplingur,    -662,     163,     257,Trytedald,    -943,     411,     108
Dooz,    -621,     488,     771,Bayuka,    -598,     391,     732
Dooz,    -621,     488,     771,Uzistoon,    -579,     458,     748
Dooz,    -621,     488,     771,Sari,    -628,     520,     818
Bayuka,    -598,     391,     732,Uzistoon,    -579,     458,     748
Bayuka,    -598,     391,     732,Bairshir,    -595,     306,     705
Uzistoon,    -579,     458,     748,Sari,    -628,     520,     818
Bairshir,    -595,     306,     705,Moh,    -627,     338,     642
Sari,    -628,     520,     818,Timeor,    -566,     551,     822
Faspera,    -873,     244,    1073,Jaymass,    -829,     323,     996
Faspera,    -873,     244,    1073,Mifrata,    -786,     426,     945
Jaymass,    -829,     323,     996,Mifrata,    -786,     426,     945
Jaymass,    -829,     323,     996,Ihal,    -848,     472,     841
Jaymass,    -829,     323,     996,Camal,    -894,     403,    1035
Mifrata,    -786,     426,     945,Majamar,    -734,     340,     841
Mifrata,    -786,     426,     945,Ihal,    -848,     472,     841
Majamar,    -734,     340,     841,Fera,    -743,     394,     790
Ihal,    -848,     472,     841,Shedoo,    -894,     469,     838
Juddi,    -817,     433,     720,Maspah,    -843,     409,     577
Juddi,    -817,     433,     720,Ibaria,    -850,     431,     669
Juddi,    -817,     433,     720,Khankenirdia,    -764,     423,     715
Juddi,    -817,     433,     720,Berta,    -854,     335,     787
Maspah,    -843,     409,     577,Ibaria,    -850,     431,     669
Maspah,    -843,     409,     577,Shala,    -850,     333,     578
Maspah,    -843,     409,     577,Zemalu,    -784,     377,     584
Shala,    -850,     333,     578,Zemalu,    -784,     377,     584
Nikh,    -857,     665,     610,Amphar,    -815,     719,     601
Nikh,    -857,     665,     610,Agha,    -855,     686,     647
Nikh,    -857,     665,     610,Usroh,    -835,     786,     637
Amphar,    -815,     719,     601,Salashayama,    -785,     757,     535
Amphar,    -815,     719,     601,Usroh,    -835,     786,     637
Amphar,    -815,     719,     601,Abha,    -774,     831,     720
Salashayama,    -785,     757,     535,Janus,    -670,     751,     568
Janus,    -670,     751,     568,Iosantin,    -604,     753,     594
Janus,    -670,     751,     568,Orva,    -588,     651,     585
Janus,    -670,     751,     568,Akhrad,    -555,     750,     657
Iosantin,    -604,     753,     594,Akhrad,    -555,     750,     657
Iosantin,    -604,     753,     594,Sharir,    -609,     780,     657
Orva,    -588,     651,     585,Zet,    -619,     634,     578
Orva,    -588,     651,     585,Thiarer,    -600,     570,     616
Zet,    -619,     634,     578,Pirohdim,    -661,     600,     608
Zet,    -619,     634,     578,Thiarer,    -600,     570,     616
Akhrad,    -555,     750,     657,Sharir,    -609,     780,     657
Akhrad,    -555,     750,     657,Uanzin,    -527,     389,     481
Pirohdim,    -661,     600,     608,Thiarer,    -600,     570,     616
Gomati,   -1025,     617,     928,Irshah,    -953,     609,     895
Gomati,   -1025,     617,     928,Hasateem,   -1091,     686,     918
Gomati,   -1025,     617,     928,Assah,   -1157,     741,    1032
Gomati,   -1025,     617,     928,Bar,    -984,     542,     743
Jangar,   -1037,     716,     817,Hasateem,   -1091,     686,     918
Nakah,   -1158,     818,     982,Hasateem,   -1091,     686,     918
Nakah,   -1158,     818,     982,Assah,   -1157,     741,    1032
Nakah,   -1158,     818,     982,Rahadalon,   -1187,     897,     949
Irshah,    -953,     609,     895,Bar,    -984,     542,     743
Hasateem,   -1091,     686,     918,Assah,   -1157,     741,    1032
Assah,   -1157,     741,    1032,G-5EN2,   -1144,     764,    1090
Tidacha,    -967,     651,     562,Odlib,   -1006,     617,     560
Tidacha,    -967,     651,     562,Milu,    -961,     683,     600
Odlib,   -1006,     617,     560,Jofan,   -1073,     602,     556
Odlib,   -1006,     617,     560,Yadi,   -1080,     613,     601
Jofan,   -1073,     602,     556,Yadi,   -1080,     613,     601
Yadi,   -1080,     613,     601,Buftiar,   -1123,     659,     578
Jarizza,    -996,     484,     653,Ejahi,   -1063,     597,     655
Jarizza,    -996,     484,     653,Asghatil,    -956,     434,     614
Jarizza,    -996,     484,     653,Bar,    -984,     542,     743
Ejahi,   -1063,     597,     655,Gelhan,   -1013,     626,     698
Asghatil,    -956,     434,     614,Sucha,   -1063,     526,     721
Bar,    -984,     542,     743,Sucha,   -1063,     526,     721
Bar,    -984,     542,     743,Gamis,   -1024,     406,     825
Gelhan,   -1013,     626,     698,Akeva,    -947,     621,     738
Sosa,    -835,     712,     942,Ilahed,    -818,     753,     907
Sosa,    -835,     712,     942,Eshwil,    -887,     823,     976
Sosa,    -835,     712,     942,Aranir,    -842,     670,    1005
Ilahed,    -818,     753,     907,Ishkad,    -841,     774,     861
Aranir,    -842,     670,    1005,Hahyil,    -890,     685,    1043
Asilem,    -598,     666,     857,Shach,    -605,     609,     839
Asilem,    -598,     666,     857,Dysa,    -614,     717,     900
Mahnagh,    -609,     590,     966,Shach,    -605,     609,     839
Shach,    -605,     609,     839,Kehrara,    -737,     717,     854
Shach,    -605,     609,     839,Timeor,    -566,     551,     822
Kehrara,    -737,     717,     854,Arena,    -685,     706,     763
Kehrara,    -737,     717,     854,Dysa,    -614,     717,     900
Arena,    -685,     706,     763,Uhtafal,    -730,     718,     740
Arena,    -685,     706,     763,Dysa,    -614,     717,     900
Arena,    -685,     706,     763,Serad,    -692,     684,     709
Uhtafal,    -730,     718,     740,Serad,    -692,     684,     709
Uhtafal,    -730,     718,     740,Abha,    -774,     831,     720
Dysa,    -614,     717,     900,Mahti,    -594,     760,     871
Shedoo,    -894,     469,     838,Gamis,   -1024,     406,     825
Shedoo,    -894,     469,     838,Berta,    -854,     335,     787
Gamis,   -1024,     406,     825,Nieril,   -1011,     329,     878
Gamis,   -1024,     406,     825,Bekirdod,   -1067,     461,     885
Gamis,   -1024,     406,     825,Hothomouh,   -1017,     317,     813
Nieril,   -1011,     329,     878,Hothomouh,   -1017,     317,     813
Berta,    -854,     335,     787,Bekirdod,   -1067,     461,     885
Berta,    -854,     335,     787,Hothomouh,   -1017,     317,     813
Arnola,    -535,     421,     413,Astabih,    -515,     375,     376
Arnola,    -535,     421,     413,Uanzin,    -527,     389,     481
Astabih,    -515,     375,     376,Ubtes,    -499,     294,     360
Astabih,    -515,     375,     376,Bimener,    -464,     263,     394
Astabih,    -515,     375,     376,Kenobanala,    -449,     329,     363
Astabih,    -515,     375,     376,Khabi,    -449,     256,     431
Ubtes,    -499,     294,     360,Bimener,    -464,     263,     394
Ubtes,    -499,     294,     360,Kenobanala,    -449,     329,     363
Ubtes,    -499,     294,     360,Khabi,    -449,     256,     431
Bimener,    -464,     263,     394,Kenobanala,    -449,     329,     363
Bimener,    -464,     263,     394,Khabi,    -449,     256,     431
Kenobanala,    -449,     329,     363,Audesder,    -527,     120,     114
Khabi,    -449,     256,     431,Uanzin,    -527,     389,     481
Khabi,    -449,     256,     431,7Q-8Z2,     165,     251,     756
Itamo,   -1126,     479,   -1120,Mitsolen,   -1203,     402,   -1141
Itamo,   -1126,     479,   -1120,Jatate,   -1132,     435,    -998
Itamo,   -1126,     479,   -1120,Vaankalen,   -1038,     541,   -1032
Itamo,   -1126,     479,   -1120,Kylmabe,   -1146,     522,   -1162
Itamo,   -1126,     479,   -1120,Ahtulaima,   -1023,     515,   -1145
Itamo,   -1126,     479,   -1120,Maurasi,   -1260,     585,   -1100
Mitsolen,   -1203,     402,   -1141,Mahtista,   -1193,     420,   -1080
Geras,   -1088,     740,    -889,Tuuriainas,   -1130,     822,    -878
Geras,   -1088,     740,    -889,Nomaa,   -1025,     752,    -943
Sirseshin,   -1221,     773,    -837,Tuuriainas,   -1130,     822,    -878
Sirseshin,   -1221,     773,    -837,Inaro,   -1358,     780,    -824
Tuuriainas,   -1130,     822,    -878,Shihuken,   -1222,     719,    -956
Unpas,   -1288,     648,    -983,Shihuken,   -1222,     719,    -956
Unpas,   -1288,     648,    -983,Urlen,   -1394,     715,    -995
Unpas,   -1288,     648,    -983,Uitra,   -1258,     648,    -993
Shihuken,   -1222,     719,    -956,Senda,   -1252,     719,    -926
Nomaa,   -1025,     752,    -943,Saisio,   -1022,     680,    -989
Nomaa,   -1025,     752,    -943,Poinen,    -983,     784,    -941
Ansila,   -1419,     554,   -1092,Hirtamon,   -1338,     616,   -1116
Ansila,   -1419,     554,   -1092,Hykkota,   -1467,     514,   -1059
Ansila,   -1419,     554,   -1092,Ikuchi,   -1380,     632,   -1143
Hirtamon,   -1338,     616,   -1116,Ikuchi,   -1380,     632,   -1143
Hirtamon,   -1338,     616,   -1116,New Caldari,   -1366,     686,   -1145
Hirtamon,   -1338,     616,   -1116,Aokannitoh,   -1368,     616,   -1086
Hykkota,   -1467,     514,   -1059,Outuni,   -1487,     461,   -1079
Hykkota,   -1467,     514,   -1059,Ohmahailen,   -1498,     429,   -1049
Outuni,   -1487,     461,   -1079,Ohmahailen,   -1498,     429,   -1049
Outuni,   -1487,     461,   -1079,Eskunen,   -1535,     427,   -1053
Ohmahailen,   -1498,     429,   -1049,Eskunen,   -1535,     427,   -1053
Ikuchi,   -1380,     632,   -1143,Jita,   -1291,     608,   -1175
Ikuchi,   -1380,     632,   -1143,Tunttaras,   -1379,     856,   -1137
Ikuchi,   -1380,     632,   -1143,Sakenta,   -1410,     632,   -1133
Urlen,   -1394,     715,    -995,Kisogo,   -1361,     675,    -892
Urlen,   -1394,     715,    -995,Perimeter,   -1433,     649,   -1042
Urlen,   -1394,     715,    -995,Sirppala,   -1376,     781,    -862
Urlen,   -1394,     715,    -995,Kusomonmon,   -1474,     735,    -870
Maurasi,   -1260,     585,   -1100,Jita,   -1291,     608,   -1175
Maurasi,   -1260,     585,   -1100,Perimeter,   -1433,     649,   -1042
Maurasi,   -1260,     585,   -1100,Muvolailen,   -1275,     975,   -1271
Jita,   -1291,     608,   -1175,Niyabainen,   -1440,     666,   -1079
Jita,   -1291,     608,   -1175,Perimeter,   -1433,     649,   -1042
Jita,   -1291,     608,   -1175,New Caldari,   -1366,     686,   -1145
Jita,   -1291,     608,   -1175,Sobaseki,   -1503,     885,   -1330
Jita,   -1291,     608,   -1175,Muvolailen,   -1275,     975,   -1271
Niyabainen,   -1440,     666,   -1079,Perimeter,   -1433,     649,   -1042
Niyabainen,   -1440,     666,   -1079,New Caldari,   -1366,     686,   -1145
Niyabainen,   -1440,     666,   -1079,Tunttaras,   -1379,     856,   -1137
Perimeter,   -1433,     649,   -1042,Iyen-Oursta,   -1529,     580,    -955
New Caldari,   -1366,     686,   -1145,Josameto,    -921,     733,    -982
New Caldari,   -1366,     686,   -1145,Malkalen,   -1466,    1038,   -1426
New Caldari,   -1366,     686,   -1145,Alikara,   -1465,     792,   -1429
Saisio,   -1022,     680,    -989,Abagawa,    -932,     596,    -875
Saisio,   -1022,     680,    -989,Jakanerva,   -1077,     657,   -1120
Abagawa,    -932,     596,    -875,Hurtoken,    -901,     642,    -867
Jakanerva,   -1077,     657,   -1120,Gekutami,    -954,     675,   -1118
Jakanerva,   -1077,     657,   -1120,Hampinen,    -861,     638,    -906
Gekutami,    -954,     675,   -1118,Uoyonen,    -979,     737,   -1168
Hurtoken,    -901,     642,    -867,Hampinen,    -861,     638,    -906
Uoyonen,    -979,     737,   -1168,Vattuolen,    -879,     760,   -1165
Hampinen,    -861,     638,    -906,Ikami,    -811,     635,    -848
Poinen,    -983,     784,    -941,Liekuri,    -979,     786,   -1014
Poinen,    -983,     784,    -941,Obanen,    -923,     869,    -995
Poinen,    -983,     784,    -941,Josameto,    -921,     733,    -982
Poinen,    -983,     784,    -941,Otela,    -896,     750,    -935
Liekuri,    -979,     786,   -1014,Obanen,    -923,     869,    -995
Liekuri,    -979,     786,   -1014,Josameto,    -921,     733,    -982
Obanen,    -923,     869,    -995,Olo,    -827,     918,   -1002
Josameto,    -921,     733,    -982,Otela,    -896,     750,    -935
Olo,    -827,     918,   -1002,Ishisomo,    -811,     879,   -1157
Olo,    -827,     918,   -1002,Osmon,    -772,     945,    -985
Ikami,    -811,     635,    -848,Reisen,    -771,     627,    -822
Ikami,    -811,     635,    -848,Purjola,    -774,     567,    -861
Reisen,    -771,     627,    -822,Purjola,    -774,     567,    -861
Reisen,    -771,     627,    -822,Akora,    -671,     496,    -943
Purjola,    -774,     567,    -861,Maila,    -751,     538,    -923
Maila,    -751,     538,    -923,Akora,    -671,     496,    -943
Akora,    -671,     496,    -943,Messoya,    -595,     440,    -856
Akora,    -671,     496,    -943,Oijanen,    -618,     814,    -982
Messoya,    -595,     440,    -856,Tasti,    -561,     350,    -827
Ishisomo,    -811,     879,   -1157,Airmia,    -763,     831,   -1159
Ishisomo,    -811,     879,   -1157,Sakkikainen,    -772,     848,   -1190
Airmia,    -763,     831,   -1159,Sakkikainen,    -772,     848,   -1190
Airmia,    -763,     831,   -1159,Friggi,    -739,     961,   -1200
Sakkikainen,    -772,     848,   -1190,Friggi,    -739,     961,   -1200
Sakkikainen,    -772,     848,   -1190,Vahunomi,    -797,     861,   -1238
Friggi,    -739,     961,   -1200,Ihakana,    -712,    1023,   -1213
Friggi,    -739,     961,   -1200,Otitoh,    -672,     960,   -1174
Ihakana,    -712,    1023,   -1213,Otitoh,    -672,     960,   -1174
Ihakana,    -712,    1023,   -1213,Otomainen,    -778,    1019,   -1189
Ihakana,    -712,    1023,   -1213,Otsela,    -851,     838,   -1368
Vattuolen,    -879,     760,   -1165,Onuse,    -851,     680,   -1205
Vattuolen,    -879,     760,   -1165,Soshin,    -887,     826,   -1197
Vattuolen,    -879,     760,   -1165,Akkilen,    -833,     752,   -1221
Onuse,    -851,     680,   -1205,Keikaken,    -854,     692,   -1241
Onuse,    -851,     680,   -1205,Akkilen,    -833,     752,   -1221
Soshin,    -887,     826,   -1197,Akkilen,    -833,     752,   -1221
Soshin,    -887,     826,   -1197,Silen,    -955,     889,   -1230
Keikaken,    -854,     692,   -1241,Ukkalen,    -845,     673,   -1292
Akkilen,    -833,     752,   -1221,Hentogaira,    -873,     797,   -1293
Osmon,    -772,     945,    -985,Korsiki,    -707,     908,   -1001
Osmon,    -772,     945,    -985,Inaya,    -799,    1038,    -991
Korsiki,    -707,     908,   -1001,Nuken,    -762,     949,   -1058
Korsiki,    -707,     908,   -1001,Airaken,    -662,     867,    -993
Inaya,    -799,    1038,    -991,Uminas,    -765,    1004,    -927
Inaya,    -799,    1038,    -991,Wuos,    -769,    1044,   -1001
Airaken,    -662,     867,    -993,Oijanen,    -618,     814,    -982
Oijanen,    -618,     814,    -982,BWF-ZZ,    -199,     864,   -1220
Hentogaira,    -873,     797,   -1293,Kiainti,    -862,     756,   -1339
Hentogaira,    -873,     797,   -1293,Otsela,    -851,     838,   -1368
Kiainti,    -862,     756,   -1339,Vasala,    -915,     753,   -1369
Kiainti,    -862,     756,   -1339,Walvalin,    -871,     791,   -1409
Kiainti,    -862,     756,   -1339,Otsela,    -851,     838,   -1368
Vasala,    -915,     753,   -1369,Walvalin,    -871,     791,   -1409
Vasala,    -915,     753,   -1369,Otanuomi,    -874,     757,   -1427
Vasala,    -915,     753,   -1369,Vouskiaho,    -985,     765,   -1376
Vasala,    -915,     753,   -1369,Otsela,    -851,     838,   -1368
Walvalin,    -871,     791,   -1409,Otanuomi,    -874,     757,   -1427
Walvalin,    -871,     791,   -1409,Otsela,    -851,     838,   -1368
Otanuomi,    -874,     757,   -1427,Vouskiaho,    -985,     765,   -1376
Otanuomi,    -874,     757,   -1427,Otsela,    -851,     838,   -1368
Otanuomi,    -874,     757,   -1427,Osaa,    -894,     646,   -1471
Vouskiaho,    -985,     765,   -1376,Uchoshi,   -1005,     738,   -1411
Tasti,    -561,     350,    -827,Otosela,    -521,     381,    -831
Otosela,    -521,     381,    -831,Uemon,    -472,     384,    -813
Otosela,    -521,     381,    -831,Akkio,    -471,     303,    -833
Uemon,    -472,     384,    -813,Paala,    -423,     365,    -832
Uemon,    -472,     384,    -813,Fuskunen,    -470,     400,    -779
Paala,    -423,     365,    -832,LXQ2-T,     896,     454,    -534
Fuskunen,    -470,     400,    -779,Ofage,    -479,     701,    -536
Akkio,    -471,     303,    -833,Todifrauan,   -1021,    -141,    -404
Akkio,    -471,     303,    -833,EOA-ZC,    -432,     301,    -976
Uchoshi,   -1005,     738,   -1411,Mastakomon,    -988,     688,   -1422
Uchoshi,   -1005,     738,   -1411,Wirashoda,   -1062,     784,   -1414
Mastakomon,    -988,     688,   -1422,Eruka,    -952,     654,   -1434
Mastakomon,    -988,     688,   -1422,Ohkunen,    -952,     715,   -1458
Mastakomon,    -988,     688,   -1422,Osaa,    -894,     646,   -1471
Eruka,    -952,     654,   -1434,Osaa,    -894,     646,   -1471
Ohkunen,    -952,     715,   -1458,Obe,    -928,     708,   -1478
Obe,    -928,     708,   -1478,P3EN-E,    -912,    1011,   -1740
Obe,    -928,     708,   -1478,Hakonen,   -1461,     962,   -1720
LZ-6SU,    -682,    1015,   -1611,B-588R,    -709,    1023,   -1563
LZ-6SU,    -682,    1015,   -1611,G-LOIT,    -649,    1054,   -1597
LZ-6SU,    -682,    1015,   -1611,HE-V4V,    -621,    1057,   -1687
MC6O-F,    -664,    1138,   -1756,NCGR-Q,    -669,    1089,   -1732
MC6O-F,    -664,    1138,   -1756,HE-V4V,    -621,    1057,   -1687
MC6O-F,    -664,    1138,   -1756,8TPX-N,    -738,    1101,   -1876
U54-1L,    -691,     989,   -1736,NCGR-Q,    -669,    1089,   -1732
U54-1L,    -691,     989,   -1736,0-R5TS,    -672,     982,   -1681
B-588R,    -709,    1023,   -1563,G-LOIT,    -649,    1054,   -1597
NCGR-Q,    -669,    1089,   -1732,HE-V4V,    -621,    1057,   -1687
NCGR-Q,    -669,    1089,   -1732,669-IX,    -611,    1082,   -1747
G-LOIT,    -649,    1054,   -1597,H-NOU5,    -572,    1036,   -1581
N-HSK0,    -994,     755,   -1924,05R-7A,    -915,     771,   -1946
N-HSK0,    -994,     755,   -1924,7-UH4Z,    -967,     685,   -1963
N-HSK0,    -994,     755,   -1924,FS-RFL,    -900,     756,   -1912
N-HSK0,    -994,     755,   -1924,49-0LI,    -949,     777,   -1839
05R-7A,    -915,     771,   -1946,FS-RFL,    -900,     756,   -1912
05R-7A,    -915,     771,   -1946,X97D-W,    -937,     766,   -1986
7-UH4Z,    -967,     685,   -1963,5ZO-NZ,    -893,     602,   -1919
7-UH4Z,    -967,     685,   -1963,Y0-BVN,   -1014,     749,   -2049
7-UH4Z,    -967,     685,   -1963,X97D-W,    -937,     766,   -1986
0-R5TS,    -672,     982,   -1681,H-UCD1,    -575,     941,   -1639
H-UCD1,    -575,     941,   -1639,7-K5EL,    -533,     854,   -1620
7-K5EL,    -533,     854,   -1620,H-5GUI,    -486,     859,   -1494
H-5GUI,    -486,     859,   -1494,FH-TTC,    -350,     765,   -1536
H-5GUI,    -486,     859,   -1494,Q-EHMJ,    -477,     896,   -1465
H-5GUI,    -486,     859,   -1494,MR4-MY,    -405,     773,   -1405
FH-TTC,    -350,     765,   -1536,FMBR-8,    -330,     812,   -1565
FH-TTC,    -350,     765,   -1536,MQ-O27,    -303,     702,   -1554
FMBR-8,    -330,     812,   -1565,VI2K-J,    -256,     898,   -1606
3HX-DL,    -972,    1329,   -2068,MY-T2P,   -1039,    1335,   -2073
3HX-DL,    -972,    1329,   -2068,FA-DMO,    -961,    1412,   -2104
3HX-DL,    -972,    1329,   -2068,Q-R3GP,    -934,    1423,   -2048
UH-9ZG,   -1029,    1169,   -2051,NFM-0V,    -947,    1230,   -2055
UH-9ZG,   -1029,    1169,   -2051,YXIB-I,   -1006,    1174,   -2087
UH-9ZG,   -1029,    1169,   -2051,9OO-LH,   -1029,    1045,   -2019
NFM-0V,    -947,    1230,   -2055,MY-T2P,   -1039,    1335,   -2073
MY-T2P,   -1039,    1335,   -2073,GEKJ-9,   -1095,    1261,   -2074
MY-T2P,   -1039,    1335,   -2073,XV-8JQ,   -1070,    1340,   -2147
FA-DMO,    -961,    1412,   -2104,Q-R3GP,    -934,    1423,   -2048
FA-DMO,    -961,    1412,   -2104,N-5QPW,    -890,    1456,   -2116
WBR5-R,    -699,    1075,   -1924,4GYV-Q,    -734,     941,   -1968
WBR5-R,    -699,    1075,   -1924,8TPX-N,    -738,    1101,   -1876
WBR5-R,    -699,    1075,   -1924,PM-DWE,    -733,    1003,   -1869
WBR5-R,    -699,    1075,   -1924,TVN-FM,    -716,    1040,   -2020
4GYV-Q,    -734,     941,   -1968,4-HWWF,    -797,     981,   -1920
4-HWWF,    -797,     981,   -1920,YMJG-4,    -848,     888,   -1901
4-HWWF,    -797,     981,   -1920,8TPX-N,    -738,    1101,   -1876
4-HWWF,    -797,     981,   -1920,PM-DWE,    -733,    1003,   -1869
YMJG-4,    -848,     888,   -1901,DAYP-G,    -895,     906,   -1883
K8X-6B,    -957,    1004,   -1934,X445-5,   -1033,    1001,   -1957
K8X-6B,    -957,    1004,   -1934,KRUN-N,    -929,     946,   -1881
K8X-6B,    -957,    1004,   -1934,9OO-LH,   -1029,    1045,   -2019
K8X-6B,    -957,    1004,   -1934,EIDI-N,    -887,     986,   -1884
X445-5,   -1033,    1001,   -1957,9OO-LH,   -1029,    1045,   -2019
KRUN-N,    -929,     946,   -1881,EIDI-N,    -887,     986,   -1884
KRUN-N,    -929,     946,   -1881,DAYP-G,    -895,     906,   -1883
9OO-LH,   -1029,    1045,   -2019,MSHD-4,   -1170,    1022,   -2121
V-OJEN,    -915,     806,   -1819,49-0LI,    -949,     777,   -1839
V-OJEN,    -915,     806,   -1819,DAYP-G,    -895,     906,   -1883
EIDI-N,    -887,     986,   -1884,IPAY-2,    -898,    1028,   -1820
EIDI-N,    -887,     986,   -1884,DAYP-G,    -895,     906,   -1883
P3EN-E,    -912,    1011,   -1740,IPAY-2,    -898,    1028,   -1820
IPAY-2,    -898,    1028,   -1820,Q-L07F,    -917,    1120,   -1822
IFJ-EL,    -945,    1163,   -1809,47L-J4,    -949,    1185,   -1780
IFJ-EL,    -945,    1163,   -1809,Q-L07F,    -917,    1120,   -1822
IFJ-EL,    -945,    1163,   -1809,E-D0VZ,    -955,    1242,   -1819
IFJ-EL,    -945,    1163,   -1809,S-NJBB,   -1073,    1076,   -1809
47L-J4,    -949,    1185,   -1780,E-D0VZ,    -955,    1242,   -1819
47L-J4,    -949,    1185,   -1780,6WW-28,    -866,    1243,   -1741
47L-J4,    -949,    1185,   -1780,A8A-JN,   -1058,    1127,   -1805
A8A-JN,   -1058,    1127,   -1805,S-NJBB,   -1073,    1076,   -1809
T-GCGL,    -684,    1115,   -2070,0MV-4W,    -664,    1056,   -2020
T-GCGL,    -684,    1115,   -2070,TVN-FM,    -716,    1040,   -2020
T-GCGL,    -684,    1115,   -2070,V-NL3K,    -641,    1181,   -2088
0MV-4W,    -664,    1056,   -2020,TVN-FM,    -716,    1040,   -2020
TVN-FM,    -716,    1040,   -2020,AZBR-2,    -733,     975,   -2101
V-NL3K,    -641,    1181,   -2088,1-GBBP,    -576,    1207,   -2098
AZBR-2,    -733,     975,   -2101,Z-8Q65,    -749,    1007,   -2169
Z-8Q65,    -749,    1007,   -2169,0J3L-V,    -729,     965,   -2217
0J3L-V,    -729,     965,   -2217,WH-JCA,    -840,     859,   -2303
H-NOU5,    -572,    1036,   -1581,KX-2UI,    -531,    1203,   -1660
KX-2UI,    -531,    1203,   -1660,MO-FIF,    -477,    1280,   -1628
KX-2UI,    -531,    1203,   -1660,97-M96,    -526,    1199,   -1699
MO-FIF,    -477,    1280,   -1628,MA-XAP,    -507,    1299,   -1593
MA-XAP,    -507,    1299,   -1593,C-J7CR,    -499,    1252,   -1540
Q-EHMJ,    -477,     896,   -1465,XSQ-TF,    -382,     967,   -1506
XSQ-TF,    -382,     967,   -1506,H-1EOH,    -409,     997,   -1452
H-1EOH,    -409,     997,   -1452,IR-DYY,    -358,    1062,   -1454
IR-DYY,    -358,    1062,   -1454,C-DHON,    -275,    1195,   -1371
IR-DYY,    -358,    1062,   -1454,F-D49D,    -286,    1043,   -1448
MQ-O27,    -303,     702,   -1554,H-EY0P,    -236,     665,   -1520
H-EY0P,    -236,     665,   -1520,UNAG-6,    -150,     677,   -1513
UNAG-6,    -150,     677,   -1513,E-SCTX,    -142,     646,   -1441
